ts,open,high,low,close,volume
2026-04-14 16:00,85.25,85.3,84.95,85.1,5158500
2026-04-15 10:30,86.05,88.2,86.0,87.0,10825400
2026-04-15 11:30,87.0,87.3,86.5,86.95,3899900
2026-04-15 13:30,86.95,87.0,85.5,85.5,4567700
2026-04-15 14:30,85.5,85.75,85.3,85.5,4786000
2026-04-15 15:30,85.5,85.75,85.3,85.6,2766000
2026-04-15 16:00,85.55,86.7,85.45,86.3,9549000
2026-04-16 10:30,87.0,88.3,86.0,88.1,9898900
2026-04-16 11:30,88.05,89.15,88.05,88.8,8881100
2026-04-16 13:30,88.8,89.0,87.9,88.45,3926300
2026-04-16 14:30,88.4,88.8,87.95,88.8,3449500
2026-04-16 15:30,88.8,89.45,88.35,88.7,8390200
2026-04-16 16:00,88.75,89.0,88.6,88.75,7505600
2026-04-17 10:30,87.5,87.9,85.15,85.45,16244700
2026-04-17 11:30,85.45,85.75,84.6,85.05,9177100
2026-04-17 13:30,85.05,85.7,84.9,85.5,2768900
2026-04-17 14:30,85.55,86.2,85.4,85.65,4221900
2026-04-17 15:30,85.65,86.3,85.6,86.05,3302900
2026-04-17 16:00,86.1,86.55,86.05,86.5,7704500
2026-04-20 10:30,85.5,85.95,84.35,85.2,12322600
2026-04-20 11:30,85.2,85.7,84.85,85.35,3044500
2026-04-20 13:30,85.4,85.7,85.0,85.0,2713200
2026-04-20 14:30,85.0,85.35,84.9,85.15,3288200
2026-04-20 15:30,85.25,85.45,85.0,85.25,4602400
2026-04-20 16:00,85.2,85.25,85.0,85.15,6521500
2026-04-21 10:30,85.8,86.4,84.75,85.0,6085700
2026-04-21 11:30,85.0,85.45,84.8,84.9,1362800
2026-04-21 13:30,84.9,86.45,84.65,85.9,3866200
2026-04-21 14:30,85.9,87.2,85.85,86.45,5803900
2026-04-21 15:30,86.45,86.5,86.1,86.3,2116800
2026-04-21 16:00,86.25,86.7,86.2,86.45,4255400
2026-04-22 10:30,85.3,85.3,84.25,84.3,8990200
2026-04-22 11:30,84.3,84.35,83.8,84.0,4919700
2026-04-22 13:30,84.05,84.5,83.85,84.4,3257700
2026-04-22 14:30,84.4,84.75,84.2,84.3,2803600
2026-04-22 15:30,84.4,84.55,84.2,84.4,2864400
2026-04-22 16:00,84.4,84.45,84.2,84.25,5876500
2026-04-23 10:30,84.2,84.2,82.35,82.9,9114800
2026-04-23 11:30,82.9,83.35,82.55,82.75,3176200
2026-04-23 13:30,82.75,83.25,82.55,83.2,3296900
2026-04-23 14:30,83.25,83.5,83.05,83.2,2119100
2026-04-23 15:30,83.15,83.3,82.85,83.1,3384900
2026-04-23 16:00,83.05,83.2,82.9,83.1,5375300
2026-04-24 10:30,82.9,83.0,81.8,82.25,7241700
2026-04-24 11:30,82.2,82.45,81.7,81.8,5124300
2026-04-24 13:30,81.75,83.5,81.75,82.1,8886400
2026-04-24 14:30,82.1,82.45,82.05,82.25,3109800
2026-04-24 15:30,82.25,82.35,82.05,82.25,3281000
2026-04-24 16:00,82.25,82.55,82.1,82.45,6391300
