ts,open,high,low,close,volume
2026-04-13 16:00,5.5,5.52,5.48,5.52,12603000
2026-04-14 10:30,5.53,5.58,5.51,5.53,6975000
2026-04-14 11:30,5.53,5.53,5.48,5.48,5730000
2026-04-14 13:30,5.48,5.51,5.45,5.45,3992000
2026-04-14 14:30,5.45,5.51,5.44,5.5,6087000
2026-04-14 15:30,5.5,5.53,5.5,5.51,4752000
2026-04-14 16:00,5.51,5.52,5.48,5.5,17750000
2026-04-15 10:30,5.54,5.58,5.44,5.44,20095000
2026-04-15 11:30,5.45,5.45,5.39,5.41,13186000
2026-04-15 13:30,5.42,5.43,5.35,5.37,8867000
2026-04-15 14:30,5.37,5.39,5.35,5.38,6889000
2026-04-15 15:30,5.37,5.4,5.37,5.39,5765000
2026-04-15 16:00,5.39,5.4,5.35,5.37,19266000
2026-04-16 10:30,5.38,5.4,5.35,5.38,12673000
2026-04-16 11:30,5.4,5.44,5.38,5.44,4550000
2026-04-16 13:30,5.44,5.46,5.42,5.43,2989000
2026-04-16 14:30,5.43,5.44,5.41,5.42,4204000
2026-04-16 15:30,5.42,5.45,5.42,5.45,4172000
2026-04-16 16:00,5.43,5.47,5.43,5.47,10100000
2026-04-17 10:30,5.43,5.46,5.32,5.34,10133000
2026-04-17 11:30,5.35,5.35,5.26,5.28,9063000
2026-04-17 13:30,5.28,5.3,5.27,5.3,3499000
2026-04-17 14:30,5.29,5.3,5.28,5.29,3115000
2026-04-17 15:30,5.28,5.31,5.28,5.29,2912000
2026-04-17 16:00,5.29,5.31,5.27,5.27,11441000
2026-04-20 10:30,5.27,5.29,5.21,5.26,9336000
2026-04-20 11:30,5.26,5.29,5.24,5.26,6694000
2026-04-20 13:30,5.27,5.29,5.25,5.26,4583000
2026-04-20 14:30,5.27,5.31,5.25,5.29,3312000
2026-04-20 15:30,5.3,5.35,5.3,5.35,3068000
2026-04-20 16:00,5.35,5.37,5.3,5.37,15100000
2026-04-21 10:30,5.35,5.47,5.33,5.39,9169000
2026-04-21 11:30,5.39,5.42,5.39,5.42,2606000
2026-04-21 13:30,5.42,5.45,5.4,5.41,2839000
2026-04-21 14:30,5.4,5.43,5.38,5.4,3454000
2026-04-21 15:30,5.41,5.45,5.39,5.43,9312000
2026-04-21 16:00,5.43,5.47,5.41,5.44,11674000
2026-04-22 10:30,5.44,5.49,5.41,5.44,7522000
2026-04-22 11:30,5.44,5.48,5.41,5.46,5251000
2026-04-22 13:30,5.45,5.48,5.45,5.46,1891000
2026-04-22 14:30,5.46,5.48,5.44,5.48,2317000
2026-04-22 15:30,5.48,5.48,5.45,5.46,2547000
2026-04-22 16:00,5.46,5.46,5.43,5.43,7686000
2026-04-23 10:30,5.47,5.47,5.34,5.36,11730000
2026-04-23 11:30,5.35,5.36,5.32,5.33,5753000
2026-04-23 13:30,5.34,5.38,5.33,5.37,3837000
2026-04-23 14:30,5.37,5.42,5.37,5.39,4525000
2026-04-23 15:30,5.4,5.4,5.34,5.34,4853000
2026-04-23 16:00,5.34,5.36,5.31,5.36,12411000
2026-04-24 10:30,5.36,5.36,5.27,5.32,9223000
2026-04-24 11:30,5.33,5.37,5.32,5.35,3194000
2026-04-24 13:30,5.35,5.38,5.32,5.32,2240000
2026-04-24 14:30,5.32,5.39,5.32,5.36,1831000
2026-04-24 15:30,5.36,5.38,5.34,5.36,1748000
2026-04-24 16:00,5.37,5.37,5.32,5.35,11606000
