ts,open,high,low,close,volume
2026-02-26 15:00,73.77,73.85,73.61,73.8,44890
2026-02-27 10:30,73.53,73.86,73.34,73.52,67923
2026-02-27 11:30,73.52,73.58,73.35,73.36,43731
2026-02-27 14:00,73.37,73.45,72.99,73.04,84587
2026-02-27 15:00,73.04,73.06,72.83,72.92,74905
2026-03-02 10:30,71.75,72.3,70.91,71.07,156623
2026-03-02 11:30,71.06,71.43,71.02,71.18,39467
2026-03-02 14:00,71.18,71.86,71.18,71.63,45410
2026-03-02 15:00,71.63,71.65,71.31,71.38,42996
2026-03-03 10:30,71.3,71.82,69.91,69.94,135113
2026-03-03 11:30,69.93,70.52,69.93,70.13,48014
2026-03-03 14:00,70.14,70.25,69.56,69.6,69269
2026-03-03 15:00,69.6,69.61,69.01,69.01,80750
2026-03-04 10:30,68.23,69.01,67.94,68.99,114484
2026-03-04 11:30,68.98,69.0,67.81,67.85,55076
2026-03-04 14:00,67.85,68.18,67.64,68.0,43479
2026-03-04 15:00,67.99,68.17,67.8,67.99,43273
2026-03-05 10:30,71.4,71.4,69.78,70.5,192558
2026-03-05 11:30,70.48,70.94,70.27,70.67,60390
2026-03-05 14:00,70.67,70.98,70.52,70.61,57861
2026-03-05 15:00,70.6,70.61,70.28,70.39,64923
2026-03-06 10:30,70.28,71.96,70.01,71.49,152037
2026-03-06 11:30,71.5,71.98,71.45,71.84,44303
2026-03-06 14:00,71.83,71.85,71.5,71.61,29837
2026-03-06 15:00,71.61,71.61,71.46,71.47,43121
2026-03-09 10:30,70.89,71.37,70.03,70.05,126958
2026-03-09 11:30,70.04,70.76,69.96,70.41,47592
2026-03-09 14:00,70.43,70.9,70.38,70.75,57541
2026-03-09 15:00,70.75,71.07,70.71,70.79,66934
2026-03-10 10:30,70.92,71.62,70.85,70.88,97830
2026-03-10 11:30,70.87,71.45,70.77,71.03,59771
2026-03-10 14:00,71.04,71.28,71.03,71.15,35087
2026-03-10 15:00,71.15,71.27,71.01,71.04,58235
2026-03-11 10:30,71.04,71.82,71.0,71.45,106751
2026-03-11 11:30,71.46,71.69,71.38,71.56,49248
2026-03-11 14:00,71.56,71.57,71.12,71.12,35403
2026-03-11 15:00,71.13,71.3,71.12,71.15,39462
2026-03-12 10:30,71.07,71.29,70.34,70.36,87217
2026-03-12 11:30,70.35,70.35,69.8,69.81,50109
2026-03-12 14:00,69.81,70.98,69.8,70.96,61377
2026-03-12 15:00,70.97,71.3,70.97,71.16,60494
2026-03-13 10:30,70.98,72.27,70.64,71.48,130646
2026-03-13 11:30,71.47,71.59,71.24,71.58,38464
2026-03-13 14:00,71.55,71.92,71.3,71.47,66140
2026-03-13 15:00,71.47,72.79,70.91,72.79,176477
2026-03-16 10:30,71.5,71.83,70.5,71.78,150647
2026-03-16 11:30,71.8,71.89,71.14,71.3,41766
2026-03-16 14:00,71.3,71.37,70.85,70.95,56903
2026-03-16 15:00,70.95,71.8,70.82,71.8,84277
2026-03-17 10:30,71.93,72.43,70.83,72.21,128691
2026-03-17 11:30,72.23,72.48,72.01,72.12,53246
2026-03-17 14:00,72.11,72.27,71.6,71.6,42312
2026-03-17 15:00,71.6,71.63,71.2,71.2,53172
2026-03-18 10:30,71.17,71.41,69.8,69.81,119069
2026-03-18 11:30,69.8,69.85,69.19,69.38,54370
2026-03-18 14:00,69.38,69.64,69.21,69.37,44284
2026-03-18 15:00,69.37,70.05,69.35,70.0,63183
2026-03-19 10:30,69.29,69.95,69.19,69.84,87850
2026-03-19 11:30,69.84,69.88,69.69,69.82,24844
2026-03-19 14:00,69.82,69.83,69.22,69.71,46123
2026-03-19 15:00,69.68,69.83,69.12,69.23,57983
2026-03-20 10:30,69.09,69.22,67.75,68.25,104620
2026-03-20 11:30,68.25,68.85,68.13,68.81,40551
2026-03-20 14:00,68.86,69.62,68.86,69.13,52030
2026-03-20 15:00,69.13,69.35,68.68,68.75,60669
2026-03-23 10:30,68.01,68.1,66.72,67.24,104184
2026-03-23 11:30,67.24,67.24,66.41,66.41,56407
2026-03-23 14:00,66.41,66.58,65.61,65.85,61234
2026-03-23 15:00,65.8,65.84,65.0,65.33,84096
2026-03-24 10:30,67.03,67.03,65.0,65.81,78968
2026-03-24 11:30,65.81,66.03,65.58,65.87,25898
2026-03-24 14:00,65.88,66.04,65.29,65.34,21392
2026-03-24 15:00,65.35,66.13,65.28,66.1,42761
2026-03-25 10:30,66.59,67.23,66.15,67.08,68463
2026-03-25 11:30,67.08,67.31,66.89,67.0,32723
2026-03-25 14:00,67.02,67.5,67.01,67.26,27688
